lat_grid,lon_grid,hour,crime_count
34.14,-118.36,2,1
34.14,-118.36,3,4
34.14,-118.36,4,1
34.14,-118.36,5,1
34.14,-118.36,6,2
34.14,-118.36,7,1
34.14,-118.36,8,5
34.14,-118.36,9,4
34.14,-118.36,10,8
34.14,-118.36,11,8
34.14,-118.36,12,8
34.14,-118.36,13,5
34.14,-118.36,14,5
34.14,-118.36,15,9
34.14,-118.36,16,4
34.14,-118.36,17,7
34.14,-118.36,18,7
34.14,-118.36,19,4
34.14,-118.36,20,5
34.14,-118.36,21,5
34.14,-118.36,22,6
34.14,-118.36,23,5
34.14,-118.35000000000001,0,3
34.14,-118.35000000000001,1,1
34.14,-118.35000000000001,2,1
34.14,-118.35000000000001,3,2
34.14,-118.35000000000001,4,1
34.14,-118.35000000000001,5,1
34.14,-118.35000000000001,6,2
34.14,-118.35000000000001,7,1
34.14,-118.35000000000001,8,1
34.14,-118.35000000000001,9,2
34.14,-118.35000000000001,10,2
34.14,-118.35000000000001,11,3
34.14,-118.35000000000001,12,3
34.14,-118.35000000000001,13,2
34.14,-118.35000000000001,14,6
34.14,-118.35000000000001,15,3
34.14,-118.35000000000001,16,4
34.14,-118.35000000000001,17,2
34.14,-118.35000000000001,18,4
34.14,-118.35000000000001,19,6
34.14,-118.35000000000001,20,3
34.14,-118.35000000000001,21,6
34.14,-118.35000000000001,22,3
34.14,-118.35000000000001,23,3
34.14,-118.34,1,1
34.14,-118.34,4,1
34.14,-118.34,6,1
34.14,-118.34,7,1
34.14,-118.34,8,3
34.14,-118.34,9,2
34.14,-118.34,10,4
34.14,-118.34,12,5
34.14,-118.34,13,2
34.14,-118.34,14,1
34.14,-118.34,15,3
34.14,-118.34,16,1
34.14,-118.34,17,3
34.14,-118.34,18,2
34.14,-118.34,19,3
34.14,-118.34,20,1
34.14,-118.34,22,1
34.14,-118.34,23,4
34.14,-118.33,4,1
34.14,-118.33,12,1
34.14,-118.33,14,1
34.14,-118.33,15,2
34.14,-118.33,16,1
34.14,-118.31,0,1
34.14,-118.31,3,1
34.14,-118.31,4,1
34.14,-118.31,5,1
34.14,-118.31,7,1
34.14,-118.31,11,1
34.14,-118.31,14,7
34.14,-118.31,15,3
34.14,-118.31,17,2
34.14,-118.31,18,1
34.14,-118.31,19,1
34.14,-118.3,6,1
34.14,-118.3,8,3
34.14,-118.3,9,1
34.14,-118.3,10,5
34.14,-118.3,11,2
34.14,-118.3,12,2
34.14,-118.3,13,3
34.14,-118.3,14,2
34.14,-118.3,15,1
34.14,-118.3,16,3
34.14,-118.3,17,2
34.14,-118.29,0,2
34.14,-118.29,2,1
34.14,-118.29,4,1
34.14,-118.29,6,1
34.14,-118.29,7,3
34.14,-118.29,9,4
34.14,-118.29,10,4
34.14,-118.29,11,3
34.14,-118.29,12,8
34.14,-118.29,13,9
34.14,-118.29,14,3
34.14,-118.29,15,6
34.14,-118.29,16,3
34.14,-118.29,17,3
34.14,-118.29,18,5
34.14,-118.29,19,2
34.14,-118.29,21,2
34.14,-118.28,0,1
34.14,-118.28,1,2
34.14,-118.28,4,3
34.14,-118.28,5,3
34.14,-118.28,6,1
34.14,-118.28,7,4
34.14,-118.28,8,1
34.14,-118.28,9,3
34.14,-118.28,10,4
34.14,-118.28,11,4
34.14,-118.28,12,4
34.14,-118.28,13,5
34.14,-118.28,14,8
34.14,-118.28,15,3
34.14,-118.28,16,1
34.14,-118.28,17,6
34.14,-118.28,18,1
34.14,-118.28,19,5
34.14,-118.28,20,3
34.14,-118.28,21,2
34.14,-118.28,22,11
34.14,-118.28,23,3
34.14,-118.27,1,1
34.14,-118.27,7,2
34.14,-118.27,8,6
34.14,-118.27,10,2
34.14,-118.27,11,3
34.14,-118.27,12,1
34.14,-118.27,16,1
34.14,-118.27,18,1
34.14,-118.27,19,2
34.14,-118.27,21,2
34.14,-118.27,23,2
34.14,-118.23,0,4
34.14,-118.23,1,5
34.14,-118.23,2,7
34.14,-118.23,3,3
34.14,-118.23,4,5
34.14,-118.23,5,1
34.14,-118.23,6,2
34.14,-118.23,7,9
34.14,-118.23,8,15
34.14,-118.23,9,17
34.14,-118.23,10,32
34.14,-118.23,11,26
34.14,-118.23,12,35
34.14,-118.23,13,34
34.14,-118.23,14,42
34.14,-118.23,15,50
34.14,-118.23,16,44
34.14,-118.23,17,41
34.14,-118.23,18,54
34.14,-118.23,19,40
34.14,-118.23,20,34
34.14,-118.23,21,28
34.14,-118.23,22,14
34.14,-118.23,23,8
34.14,-118.22,0,7
34.14,-118.22,1,7
34.14,-118.22,2,8
34.14,-118.22,3,5
34.14,-118.22,4,7
34.14,-118.22,5,3
34.14,-118.22,6,3
34.14,-118.22,7,5
34.14,-118.22,8,8
34.14,-118.22,9,8
34.14,-118.22,10,6
34.14,-118.22,11,4
34.14,-118.22,12,13
34.14,-118.22,13,5
34.14,-118.22,14,8
34.14,-118.22,15,8
34.14,-118.22,16,12
34.14,-118.22,17,13
34.14,-118.22,18,16
34.14,-118.22,19,11
34.14,-118.22,20,12
34.14,-118.22,21,12
34.14,-118.22,22,5
34.14,-118.22,23,5
34.14,-118.21000000000001,0,4
34.14,-118.21000000000001,3,2
34.14,-118.21000000000001,4,3
34.14,-118.21000000000001,6,2
34.14,-118.21000000000001,7,2
34.14,-118.21000000000001,8,1
34.14,-118.21000000000001,9,5
34.14,-118.21000000000001,10,3
34.14,-118.21000000000001,11,3
34.14,-118.21000000000001,12,3
34.14,-118.21000000000001,13,2
34.14,-118.21000000000001,14,4
34.14,-118.21000000000001,15,3
34.14,-118.21000000000001,16,6
34.14,-118.21000000000001,17,5
34.14,-118.21000000000001,18,7
34.14,-118.21000000000001,19,1
34.14,-118.21000000000001,20,4
34.14,-118.21000000000001,21,6
34.14,-118.21000000000001,23,2
34.14,-118.2,0,14
34.14,-118.2,1,4
34.14,-118.2,2,9
34.14,-118.2,3,9
34.14,-118.2,4,7
34.14,-118.2,5,5
34.14,-118.2,6,4
34.14,-118.2,7,3
34.14,-118.2,8,5
34.14,-118.2,9,8
34.14,-118.2,10,8
34.14,-118.2,11,10
34.14,-118.2,12,10
34.14,-118.2,13,8
34.14,-118.2,14,9
34.14,-118.2,15,11
34.14,-118.2,16,13
34.14,-118.2,17,13
34.14,-118.2,18,15
34.14,-118.2,19,15
34.14,-118.2,20,6
34.14,-118.2,21,4
34.14,-118.2,22,13
34.14,-118.2,23,8
34.14,-118.19,0,7
34.14,-118.19,1,5
34.14,-118.19,2,1
34.14,-118.19,3,2
34.14,-118.19,4,5
34.14,-118.19,5,2
34.14,-118.19,6,6
34.14,-118.19,7,4
34.14,-118.19,8,4
34.14,-118.19,9,2
34.14,-118.19,10,8
34.14,-118.19,11,5
34.14,-118.19,12,5
34.14,-118.19,13,4
34.14,-118.19,14,11
34.14,-118.19,15,9
34.14,-118.19,16,2
34.14,-118.19,17,7
34.14,-118.19,18,3
34.14,-118.19,19,5
34.14,-118.19,20,5
34.14,-118.19,21,4
34.14,-118.19,22,4
34.14,-118.19,23,2
34.15,-118.64,0,5
34.15,-118.64,1,7
34.15,-118.64,2,2
34.15,-118.64,3,3
34.15,-118.64,4,9
34.15,-118.64,5,3
34.15,-118.64,6,2
34.15,-118.64,7,4
34.15,-118.64,8,4
34.15,-118.64,9,6
34.15,-118.64,10,12
34.15,-118.64,11,9
34.15,-118.64,12,15
34.15,-118.64,13,5
34.15,-118.64,14,7
34.15,-118.64,15,12
34.15,-118.64,16,14
34.15,-118.64,17,7
34.15,-118.64,18,2
34.15,-118.64,19,10
34.15,-118.64,20,8
34.15,-118.64,21,7
34.15,-118.64,22,11
34.15,-118.64,23,5
34.15,-118.63,0,9
34.15,-118.63,1,8
34.15,-118.63,2,2
34.15,-118.63,3,7
34.15,-118.63,4,5
34.15,-118.63,5,1
34.15,-118.63,6,2
34.15,-118.63,7,5
34.15,-118.63,8,4
34.15,-118.63,9,7
34.15,-118.63,10,11
34.15,-118.63,11,5
34.15,-118.63,12,22
34.15,-118.63,13,14
34.15,-118.63,14,7
34.15,-118.63,15,11
34.15,-118.63,16,13
34.15,-118.63,17,18
34.15,-118.63,18,9
34.15,-118.63,19,12
34.15,-118.63,20,18
34.15,-118.63,21,13
34.15,-118.63,22,9
34.15,-118.63,23,8
34.15,-118.62,0,7
34.15,-118.62,1,5
34.15,-118.62,2,6
34.15,-118.62,3,4
34.15,-118.62,4,3
34.15,-118.62,5,2
34.15,-118.62,6,4
34.15,-118.62,7,3
34.15,-118.62,8,4
34.15,-118.62,9,3
34.15,-118.62,10,9
34.15,-118.62,11,12
34.15,-118.62,12,12
34.15,-118.62,13,9
34.15,-118.62,14,7
34.15,-118.62,15,4
34.15,-118.62,16,12
34.15,-118.62,17,9
34.15,-118.62,18,9
34.15,-118.62,19,11
34.15,-118.62,20,5
34.15,-118.62,21,8
34.15,-118.62,22,8
34.15,-118.62,23,7
34.15,-118.61,0,10
34.15,-118.61,1,4
34.15,-118.61,2,7
34.15,-118.61,3,4
34.15,-118.61,4,2
34.15,-118.61,5,3
34.15,-118.61,6,9
34.15,-118.61,7,4
34.15,-118.61,8,17
34.15,-118.61,9,10
34.15,-118.61,10,10
34.15,-118.61,11,16
34.15,-118.61,12,18
34.15,-118.61,13,10
34.15,-118.61,14,18
34.15,-118.61,15,15
34.15,-118.61,16,19
34.15,-118.61,17,17
34.15,-118.61,18,15
34.15,-118.61,19,12
34.15,-118.61,20,11
34.15,-118.61,21,8
34.15,-118.61,22,15
34.15,-118.61,23,10
34.15,-118.60000000000001,0,5
34.15,-118.60000000000001,1,6
34.15,-118.60000000000001,2,2
34.15,-118.60000000000001,3,3
34.15,-118.60000000000001,4,9
34.15,-118.60000000000001,5,4
34.15,-118.60000000000001,6,6
34.15,-118.60000000000001,7,4
34.15,-118.60000000000001,8,7
34.15,-118.60000000000001,9,8
34.15,-118.60000000000001,10,12
34.15,-118.60000000000001,11,9
34.15,-118.60000000000001,12,29
34.15,-118.60000000000001,13,13
34.15,-118.60000000000001,14,10
34.15,-118.60000000000001,15,17
34.15,-118.60000000000001,16,15
34.15,-118.60000000000001,17,12
34.15,-118.60000000000001,18,14
34.15,-118.60000000000001,19,20
34.15,-118.60000000000001,20,19
34.15,-118.60000000000001,21,7
34.15,-118.60000000000001,22,7
34.15,-118.60000000000001,23,7
34.15,-118.59,0,6
34.15,-118.59,1,10
34.15,-118.59,2,3
34.15,-118.59,3,6
34.15,-118.59,4,1
34.15,-118.59,5,1
34.15,-118.59,6,4
34.15,-118.59,7,3
34.15,-118.59,8,5
34.15,-118.59,9,8
34.15,-118.59,10,11
34.15,-118.59,11,5
34.15,-118.59,12,7
34.15,-118.59,13,13
34.15,-118.59,14,7
34.15,-118.59,15,6
34.15,-118.59,16,16
34.15,-118.59,17,11
34.15,-118.59,18,17
34.15,-118.59,19,9
34.15,-118.59,20,16
34.15,-118.59,21,7
34.15,-118.59,22,5
34.15,-118.59,23,2
34.15,-118.58,0,4
34.15,-118.58,1,2
34.15,-118.58,2,3
34.15,-118.58,3,1
34.15,-118.58,4,1
34.15,-118.58,5,2
34.15,-118.58,6,1
34.15,-118.58,7,2
34.15,-118.58,8,3
34.15,-118.58,9,6
34.15,-118.58,10,4
34.15,-118.58,11,4
34.15,-118.58,12,10
34.15,-118.58,13,6
34.15,-118.58,14,7
34.15,-118.58,15,9
34.15,-118.58,16,7
34.15,-118.58,17,6
34.15,-118.58,18,2
34.15,-118.58,19,10
34.15,-118.58,20,8
34.15,-118.58,21,2
34.15,-118.58,22,4
34.15,-118.58,23,2
34.15,-118.57000000000001,0,4
34.15,-118.57000000000001,1,6
34.15,-118.57000000000001,2,5
34.15,-118.57000000000001,3,3
34.15,-118.57000000000001,4,1
34.15,-118.57000000000001,5,4
34.15,-118.57000000000001,6,2
34.15,-118.57000000000001,8,6
34.15,-118.57000000000001,9,1
34.15,-118.57000000000001,10,8
34.15,-118.57000000000001,11,2
34.15,-118.57000000000001,12,7
34.15,-118.57000000000001,14,2
34.15,-118.57000000000001,15,9
34.15,-118.57000000000001,16,7
34.15,-118.57000000000001,17,3
34.15,-118.57000000000001,18,4
34.15,-118.57000000000001,19,9
34.15,-118.57000000000001,20,7
34.15,-118.57000000000001,21,4
34.15,-118.57000000000001,22,3
34.15,-118.57000000000001,23,1
34.15,-118.56,0,3
34.15,-118.56,1,2
34.15,-118.56,2,4
34.15,-118.56,4,1
34.15,-118.56,7,6
34.15,-118.56,8,4
34.15,-118.56,9,5
34.15,-118.56,10,3
34.15,-118.56,11,2
34.15,-118.56,12,15
34.15,-118.56,13,10
34.15,-118.56,14,3
34.15,-118.56,15,4
34.15,-118.56,16,11
34.15,-118.56,17,2
34.15,-118.56,18,3
34.15,-118.56,19,6
34.15,-118.56,20,7
34.15,-118.56,21,4
34.15,-118.56,22,3
34.15,-118.56,23,3
34.15,-118.55,0,4
34.15,-118.55,1,6
34.15,-118.55,2,3
34.15,-118.55,3,2
34.15,-118.55,4,3
34.15,-118.55,5,4
34.15,-118.55,6,3
34.15,-118.55,7,4
34.15,-118.55,8,5
34.15,-118.55,9,5
34.15,-118.55,10,14
34.15,-118.55,11,7
34.15,-118.55,12,12
34.15,-118.55,13,11
34.15,-118.55,14,6
34.15,-118.55,15,6
34.15,-118.55,16,8
34.15,-118.55,17,7
34.15,-118.55,18,10
34.15,-118.55,19,9
34.15,-118.55,20,1
34.15,-118.55,21,9
34.15,-118.55,22,5
34.15,-118.55,23,9
34.15,-118.54,0,2
34.15,-118.54,1,1
34.15,-118.54,2,2
34.15,-118.54,3,5
34.15,-118.54,5,1
34.15,-118.54,6,3
34.15,-118.54,7,1
34.15,-118.54,8,3
34.15,-118.54,9,6
34.15,-118.54,10,5
34.15,-118.54,11,3
34.15,-118.54,12,7
34.15,-118.54,13,4
34.15,-118.54,14,6
34.15,-118.54,15,4
34.15,-118.54,16,6
34.15,-118.54,17,4
34.15,-118.54,18,9
34.15,-118.54,19,4
34.15,-118.54,20,7
34.15,-118.54,21,4
34.15,-118.54,22,6
34.15,-118.53,0,4
34.15,-118.53,1,6
34.15,-118.53,2,3
34.15,-118.53,3,6
34.15,-118.53,4,5
34.15,-118.53,5,3
34.15,-118.53,7,5
34.15,-118.53,8,13
34.15,-118.53,9,8
34.15,-118.53,10,11
34.15,-118.53,11,8
34.15,-118.53,12,22
34.15,-118.53,13,16
34.15,-118.53,14,16
34.15,-118.53,15,9
34.15,-118.53,16,5
34.15,-118.53,17,16
34.15,-118.53,18,22
34.15,-118.53,19,22
34.15,-118.53,20,14
34.15,-118.53,21,20
34.15,-118.53,22,10
34.15,-118.53,23,5
34.15,-118.52,0,8
34.15,-118.52,1,2
34.15,-118.52,2,2
34.15,-118.52,3,4
34.15,-118.52,4,4
34.15,-118.52,5,3
34.15,-118.52,7,4
34.15,-118.52,8,6
34.15,-118.52,9,4
34.15,-118.52,10,5
34.15,-118.52,11,2
34.15,-118.52,12,6
34.15,-118.52,13,6
34.15,-118.52,14,3
34.15,-118.52,15,2
34.15,-118.52,16,7
34.15,-118.52,17,5
34.15,-118.52,18,4
34.15,-118.52,19,7
34.15,-118.52,20,5
34.15,-118.52,21,9
34.15,-118.52,22,11
34.15,-118.52,23,1
34.15,-118.51,0,11
34.15,-118.51,1,3
34.15,-118.51,2,5
34.15,-118.51,3,9
34.15,-118.51,4,3
34.15,-118.51,5,3
34.15,-118.51,6,4
34.15,-118.51,7,2
34.15,-118.51,8,5
34.15,-118.51,9,8
34.15,-118.51,10,17
34.15,-118.51,11,7
34.15,-118.51,12,16
34.15,-118.51,13,11
34.15,-118.51,14,14
34.15,-118.51,15,11
34.15,-118.51,16,17
34.15,-118.51,17,26
34.15,-118.51,18,19
34.15,-118.51,19,18
34.15,-118.51,20,13
34.15,-118.51,21,17
34.15,-118.51,22,9
34.15,-118.51,23,12
34.15,-118.5,0,16
34.15,-118.5,1,6
34.15,-118.5,2,7
34.15,-118.5,3,4
34.15,-118.5,4,4
34.15,-118.5,5,7
34.15,-118.5,6,7
34.15,-118.5,7,7
34.15,-118.5,8,13
34.15,-118.5,9,16
34.15,-118.5,10,20
34.15,-118.5,11,35
34.15,-118.5,12,27
34.15,-118.5,13,23
34.15,-118.5,14,18
34.15,-118.5,15,22
34.15,-118.5,16,18
34.15,-118.5,17,32
34.15,-118.5,18,24
34.15,-118.5,19,19
34.15,-118.5,20,24
34.15,-118.5,21,13
34.15,-118.5,22,15
34.15,-118.5,23,9
34.15,-118.49000000000001,0,12
34.15,-118.49000000000001,1,5
34.15,-118.49000000000001,2,14
34.15,-118.49000000000001,3,10
34.15,-118.49000000000001,4,5
34.15,-118.49000000000001,5,10
34.15,-118.49000000000001,6,4
34.15,-118.49000000000001,7,3
34.15,-118.49000000000001,8,15
34.15,-118.49000000000001,9,17
34.15,-118.49000000000001,10,19
34.15,-118.49000000000001,11,12
34.15,-118.49000000000001,12,27
34.15,-118.49000000000001,13,19
34.15,-118.49000000000001,14,24
34.15,-118.49000000000001,15,18
34.15,-118.49000000000001,16,16
34.15,-118.49000000000001,17,23
34.15,-118.49000000000001,18,35
34.15,-118.49000000000001,19,24
34.15,-118.49000000000001,20,28
34.15,-118.49000000000001,21,11
34.15,-118.49000000000001,22,7
34.15,-118.49000000000001,23,4
34.15,-118.48,0,21
34.15,-118.48,1,19
34.15,-118.48,2,30
34.15,-118.48,3,14
34.15,-118.48,4,11
34.15,-118.48,5,17
34.15,-118.48,6,21
34.15,-118.48,7,13
34.15,-118.48,8,22
34.15,-118.48,9,18
34.15,-118.48,10,32
34.15,-118.48,11,30
34.15,-118.48,12,47
34.15,-118.48,13,40
34.15,-118.48,14,32
34.15,-118.48,15,44
34.15,-118.48,16,40
34.15,-118.48,17,49
34.15,-118.48,18,47
34.15,-118.48,19,47
34.15,-118.48,20,38
34.15,-118.48,21,47
34.15,-118.48,22,18
34.15,-118.48,23,23
34.15,-118.47,0,55
34.15,-118.47,1,35
34.15,-118.47,2,51
34.15,-118.47,3,20
34.15,-118.47,4,27
34.15,-118.47,5,41
34.15,-118.47,6,30
34.15,-118.47,7,42
34.15,-118.47,8,68
34.15,-118.47,9,62
34.15,-118.47,10,73
34.15,-118.47,11,46
34.15,-118.47,12,127
34.15,-118.47,13,81
34.15,-118.47,14,70
34.15,-118.47,15,82
34.15,-118.47,16,68
34.15,-118.47,17,83
34.15,-118.47,18,98
34.15,-118.47,19,74
34.15,-118.47,20,71
34.15,-118.47,21,65
34.15,-118.47,22,67
34.15,-118.47,23,65
34.15,-118.46000000000001,0,62
34.15,-118.46000000000001,1,48
34.15,-118.46000000000001,2,42
34.15,-118.46000000000001,3,50
34.15,-118.46000000000001,4,36
34.15,-118.46000000000001,5,28
34.15,-118.46000000000001,6,38
34.15,-118.46000000000001,7,48
34.15,-118.46000000000001,8,44
34.15,-118.46000000000001,9,56
34.15,-118.46000000000001,10,61
34.15,-118.46000000000001,11,63
34.15,-118.46000000000001,12,121
34.15,-118.46000000000001,13,69
34.15,-118.46000000000001,14,73
34.15,-118.46000000000001,15,86
34.15,-118.46000000000001,16,75
34.15,-118.46000000000001,17,97
34.15,-118.46000000000001,18,108
34.15,-118.46000000000001,19,107
34.15,-118.46000000000001,20,100
34.15,-118.46000000000001,21,74
34.15,-118.46000000000001,22,61
34.15,-118.46000000000001,23,66
34.15,-118.45,0,34
34.15,-118.45,1,34
34.15,-118.45,2,42
34.15,-118.45,3,32
34.15,-118.45,4,36
34.15,-118.45,5,40
34.15,-118.45,6,19
34.15,-118.45,7,27
34.15,-118.45,8,45
34.15,-118.45,9,37
34.15,-118.45,10,54
34.15,-118.45,11,67
34.15,-118.45,12,97
34.15,-118.45,13,49
34.15,-118.45,14,60
34.15,-118.45,15,72
34.15,-118.45,16,62
34.15,-118.45,17,78
34.15,-118.45,18,78
34.15,-118.45,19,73
34.15,-118.45,20,66
34.15,-118.45,21,69
34.15,-118.45,22,55
34.15,-118.45,23,45
34.15,-118.44,0,39
34.15,-118.44,1,23
34.15,-118.44,2,29
34.15,-118.44,3,28
34.15,-118.44,4,26
34.15,-118.44,5,23
34.15,-118.44,6,28
34.15,-118.44,7,21
34.15,-118.44,8,45
34.15,-118.44,9,54
34.15,-118.44,10,63
34.15,-118.44,11,95
34.15,-118.44,12,154
34.15,-118.44,13,101
34.15,-118.44,14,148
34.15,-118.44,15,136
34.15,-118.44,16,165
34.15,-118.44,17,161
34.15,-118.44,18,171
34.15,-118.44,19,145
34.15,-118.44,20,130
34.15,-118.44,21,76
34.15,-118.44,22,62
34.15,-118.44,23,40
34.15,-118.43,0,30
34.15,-118.43,1,27
34.15,-118.43,2,27
34.15,-118.43,3,19
34.15,-118.43,4,19
34.15,-118.43,5,14
34.15,-118.43,6,17
34.15,-118.43,7,8
34.15,-118.43,8,23
34.15,-118.43,9,38
34.15,-118.43,10,37
34.15,-118.43,11,34
34.15,-118.43,12,59
34.15,-118.43,13,40
34.15,-118.43,14,34
34.15,-118.43,15,28
34.15,-118.43,16,34
34.15,-118.43,17,54
34.15,-118.43,18,42
34.15,-118.43,19,52
34.15,-118.43,20,56
34.15,-118.43,21,47
34.15,-118.43,22,31
34.15,-118.43,23,37
34.15,-118.42,0,40
34.15,-118.42,1,35
34.15,-118.42,2,28
34.15,-118.42,3,19
34.15,-118.42,4,26
34.15,-118.42,5,25
34.15,-118.42,6,16
34.15,-118.42,7,18
34.15,-118.42,8,27
34.15,-118.42,9,21
34.15,-118.42,10,35
34.15,-118.42,11,21
34.15,-118.42,12,55
34.15,-118.42,13,34
34.15,-118.42,14,36
34.15,-118.42,15,38
34.15,-118.42,16,30
34.15,-118.42,17,44
34.15,-118.42,18,52
34.15,-118.42,19,50
34.15,-118.42,20,46
34.15,-118.42,21,42
34.15,-118.42,22,43
34.15,-118.42,23,21
34.15,-118.41,0,33
34.15,-118.41,1,39
34.15,-118.41,2,21
34.15,-118.41,3,31
34.15,-118.41,4,23
34.15,-118.41,5,20
34.15,-118.41,6,12
34.15,-118.41,7,14
34.15,-118.41,8,26
34.15,-118.41,9,20
34.15,-118.41,10,21
34.15,-118.41,11,27
34.15,-118.41,12,50
34.15,-118.41,13,21
34.15,-118.41,14,23
34.15,-118.41,15,34
34.15,-118.41,16,31
34.15,-118.41,17,52
34.15,-118.41,18,45
34.15,-118.41,19,42
34.15,-118.41,20,47
34.15,-118.41,21,29
34.15,-118.41,22,31
34.15,-118.41,23,29
34.15,-118.4,0,20
34.15,-118.4,1,27
34.15,-118.4,2,24
34.15,-118.4,3,18
34.15,-118.4,4,17
34.15,-118.4,5,16
34.15,-118.4,6,16
34.15,-118.4,7,15
34.15,-118.4,8,21
34.15,-118.4,9,23
34.15,-118.4,10,27
34.15,-118.4,11,41
34.15,-118.4,12,61
34.15,-118.4,13,30
34.15,-118.4,14,40
34.15,-118.4,15,46
34.15,-118.4,16,45
34.15,-118.4,17,62
34.15,-118.4,18,52
34.15,-118.4,19,50
34.15,-118.4,20,39
34.15,-118.4,21,40
34.15,-118.4,22,39
34.15,-118.4,23,35
34.15,-118.39,0,37
34.15,-118.39,1,17
34.15,-118.39,2,13
34.15,-118.39,3,20
34.15,-118.39,4,18
34.15,-118.39,5,11
34.15,-118.39,6,8
34.15,-118.39,7,18
34.15,-118.39,8,29
34.15,-118.39,9,29
34.15,-118.39,10,25
34.15,-118.39,11,27
34.15,-118.39,12,61
34.15,-118.39,13,37
34.15,-118.39,14,36
34.15,-118.39,15,49
34.15,-118.39,16,37
34.15,-118.39,17,33
34.15,-118.39,18,33
34.15,-118.39,19,39
34.15,-118.39,20,43
34.15,-118.39,21,45
34.15,-118.39,22,35
34.15,-118.39,23,36
34.15,-118.38,0,62
34.15,-118.38,1,46
34.15,-118.38,2,49
34.15,-118.38,3,47
34.15,-118.38,4,34
34.15,-118.38,5,30
34.15,-118.38,6,31
34.15,-118.38,7,24
34.15,-118.38,8,47
34.15,-118.38,9,49
34.15,-118.38,10,63
34.15,-118.38,11,70
34.15,-118.38,12,105
34.15,-118.38,13,58
34.15,-118.38,14,64
34.15,-118.38,15,64
34.15,-118.38,16,72
34.15,-118.38,17,77
34.15,-118.38,18,80
34.15,-118.38,19,79
34.15,-118.38,20,85
34.15,-118.38,21,69
34.15,-118.38,22,102
34.15,-118.38,23,67
34.15,-118.37,0,43
34.15,-118.37,1,47
34.15,-118.37,2,40
34.15,-118.37,3,36
34.15,-118.37,4,34
34.15,-118.37,5,28
34.15,-118.37,6,27
34.15,-118.37,7,35
34.15,-118.37,8,50
34.15,-118.37,9,50
34.15,-118.37,10,60
34.15,-118.37,11,45
34.15,-118.37,12,66
34.15,-118.37,13,46
34.15,-118.37,14,71
34.15,-118.37,15,65
34.15,-118.37,16,62
34.15,-118.37,17,68
34.15,-118.37,18,70
34.15,-118.37,19,67
34.15,-118.37,20,78
34.15,-118.37,21,70
34.15,-118.37,22,66
34.15,-118.37,23,50
34.15,-118.36,0,22
34.15,-118.36,1,20
34.15,-118.36,2,15
34.15,-118.36,3,10
34.15,-118.36,4,13
34.15,-118.36,5,10
34.15,-118.36,6,8
34.15,-118.36,7,12
34.15,-118.36,8,17
34.15,-118.36,9,16
34.15,-118.36,10,17
34.15,-118.36,11,20
34.15,-118.36,12,35
34.15,-118.36,13,22
34.15,-118.36,14,18
34.15,-118.36,15,32
34.15,-118.36,16,26
34.15,-118.36,17,26
34.15,-118.36,18,29
34.15,-118.36,19,29
34.15,-118.36,20,20
34.15,-118.36,21,24
34.15,-118.36,22,18
34.15,-118.36,23,21
34.15,-118.35000000000001,0,2
34.15,-118.35000000000001,1,2
34.15,-118.35000000000001,4,1
34.15,-118.35000000000001,5,1
34.15,-118.35000000000001,9,1
34.15,-118.35000000000001,10,2
34.15,-118.35000000000001,11,1
34.15,-118.35000000000001,12,4
34.15,-118.35000000000001,13,1
34.15,-118.35000000000001,15,2
34.15,-118.35000000000001,16,1
34.15,-118.35000000000001,17,4
34.15,-118.35000000000001,18,1
34.15,-118.35000000000001,21,1
34.15,-118.35000000000001,22,2
34.15,-118.35000000000001,23,1
34.15,-118.33,6,1
34.15,-118.33,9,1
34.15,-118.33,10,2
34.15,-118.33,11,5
34.15,-118.33,12,7
34.15,-118.33,13,6
34.15,-118.33,14,2
34.15,-118.33,15,6
34.15,-118.33,16,2
34.15,-118.33,17,2
34.15,-118.33,18,1
34.15,-118.32000000000001,0,1
34.15,-118.32000000000001,5,1
34.15,-118.32000000000001,7,1
34.15,-118.32000000000001,9,4
34.15,-118.32000000000001,12,3
34.15,-118.32000000000001,13,3
34.15,-118.32000000000001,14,1
34.15,-118.32000000000001,16,2
34.15,-118.32000000000001,17,1
34.15,-118.32000000000001,19,1
34.15,-118.32000000000001,21,1
34.15,-118.32000000000001,23,1
34.15,-118.31,0,1
34.15,-118.31,1,1
34.15,-118.31,2,2
34.15,-118.31,5,2
34.15,-118.31,7,2
34.15,-118.31,8,5
34.15,-118.31,9,4
34.15,-118.31,10,10
34.15,-118.31,11,11
34.15,-118.31,12,7
34.15,-118.31,13,8
34.15,-118.31,14,14
34.15,-118.31,15,5
34.15,-118.31,16,2
34.15,-118.31,17,6
34.15,-118.31,18,3
34.15,-118.31,19,7
34.15,-118.31,20,6
34.15,-118.31,21,1
34.15,-118.31,23,1
34.15,-118.3,0,3
34.15,-118.3,1,2
34.15,-118.3,2,1
34.15,-118.3,4,4
34.15,-118.3,5,2
34.15,-118.3,7,4
34.15,-118.3,8,1
34.15,-118.3,9,8
34.15,-118.3,10,7
34.15,-118.3,11,14
34.15,-118.3,12,14
34.15,-118.3,13,6
34.15,-118.3,14,11
34.15,-118.3,15,7
34.15,-118.3,16,6
34.15,-118.3,17,11
34.15,-118.3,18,3
34.15,-118.3,19,6
34.15,-118.3,20,2
34.15,-118.3,21,2
34.15,-118.3,22,2
